Code,Description,Default_Translation (en-en),Target_Translation (lt-lt),Has_Translation
I18N_MEMBERSHIP_AGE,I18NCode for MemberShip Age,MemberShip Age,Narystės amžius,Yes
I18N_MEMBERSHIP_COMMITTEE,I18NCode for Membership Committee,Membership Committee,Narystės komitetas,Yes
I18N_MEMBERSHIP_LENGTH,I18NCode for MemberShip Length,Membership Length,Narystės trukmė,Yes
I18N_MENU,I18NCode for Menu,Menu,Meniu,Yes
I18N_MENU_OPTIONS,I18NCode for Menu Options ,Menu Options,Meniu parinktys,Yes
I18N_MENUS,I18NCode for Menus,Menus,Meniu,Yes
I18N_MESSAGE_BODY,I18NCode for Message Body,Message Body,Pranešimo korpusas,Yes
I18N_MESSAGE_NO_CHAPTER_GOAL,I18NCode for Message No Chapter Goal,Establishing the Chapter Objetive is a fundamental step towards Success.,Skyriaus tikslo nustatymas yra esminis žingsnis sėkmės link.,Yes
I18N_MESSAGE_NO_COUNTRY_GOAL,I18NCode for Message No Country Goal,Establishing the Country's Objective is a fundamental step towards Success.,Šalies tikslo nustatymas yra esminis žingsnis sėkmės link.,Yes
I18N_MESSAGE_NO_DIRECTOR_GOAL,I18NCode for Message No Director Goal,Establishing the Director's Objetive is a fundamental step towards Success.,Direktoriaus tikslo nustatymas yra esminis žingsnis sėkmės link.,Yes
I18N_MESSAGE_NO_GROUP_MECHANISMS,I18NCode for Message No Group Mechanisms,Establishing Chapter Mechanisms is a fundamental step towards Success.,Skyriaus mechanizmų sukūrimas yra esminis žingsnis sėkmės link.,Yes
I18N_MESSAGE_NO_MEMBER_MECHANISMS,I18NCode for Message No Member Mechanisms,Establishing Member Mechanisms is a fundamental step towards Success.,Narių mechanizmų sukūrimas yra esminis žingsnis sėkmės link.,Yes
I18N_MESSAGE_NO_MULTI_REGION_GOAL,I18NCode for Message No Multi Region Goal,Establishing the Multi Region Objetive is a fundamental step towards Success.,Daugelio regionų tikslo nustatymas yra esminis žingsnis sėkmės link.,Yes
I18N_MESSAGE_NO_REGION_GOAL,I18NCode for Message No Region Goal,Establishing the Region's Objetive is a fundamental step towards Success.,Regiono tikslo nustatymas yra esminis žingsnis sėkmės link.,Yes
I18N_MESSAGE_TO_BROADCAST,I18NCode for Message to broadcast,Message to broadcast,Pranešimas transliuoti,Yes
I18N_MESSAGES,I18NCode for Messages Chat,Messages,Žinutės,Yes
I18N_METRIC_PERFOMANCE,I18NCode for Metric Perfomance,Performance Metrics,Našumo metrika,Yes
I18N_MIN,I18NCode represent Min:,Min:,Min.:,Yes
I18N_MIN_MEMBERSHIP_AGE,I18NCode for Min Membership Age,Min Membership Age,Minimalus narystės amžius,Yes
I18N_MINUTES,I18NCode for Minutes,minutes,minučių,Yes
I18N_MODULE_DESCRIPTION,I18NCode for module description,Description,Aprašymas,Yes
I18N_MODULE_NAME,I18NCode for the module name type,Module ,Modulis,Yes
I18N_MODULES,I18NCodes for Modules,Modules,Moduliai,Yes
I18N_MONITOR_MSP,I18NCode for Monitor MSP,Monitor MSP,Stebėti MSP,Yes
I18N_MONITOR_MSP_LABEL,I18NCode for Monitor MSP Label,Enable MSP monitoring,Įgalinti MSP stebėjimą,Yes
I18N_MONITOR_SUBSTITUTIONS,I18NCode for Monitor Substitutions,Monitor Substitutions,Stebėti pakaitalus,Yes
I18N_MONITOR_SUBSTITUTIONS_LABEL,I18NCode Monitor Substitutions Label,Enable monitoring substitutions,Įgalinti stebėjimo pakaitalus,Yes
I18N_MONTH_BY_MONTH,I18NCode for Month by month,Month by month,Mėnuo po mėnesio,Yes
I18N_MONTH_DIFFERENCE,I18NCode for Month difference, Months from the affiliate's entry until their exit,Mėnesiai nuo filialo įkūrimo iki pasitraukimo,Yes
I18N_MONTH_MEMBER_6AM,I18NCode for /month/member (6m),/month/member (6m),/mėn/nariui (6m),Yes
I18N_MONTHLY_ALERT_REPORT_SETTINGS,I18NCode for Monthly Alert Report Settings,Monthly Alert Report Settings,Mėnesio įspėjimų ataskaitos nustatymai,Yes
I18N_MONTHS,I18NCode for Months,Months,Mėnesiai,Yes
I18N_MONTHS_100_POINTS,I18NCode for Months 100 Points,Months 100 Points,Mėnesiai 100 taškų,Yes
I18N_MONTHS_BEFORE_RENEWAL,"I18NCode for ""Months Before Renewal""",Months before renewal,Mėnesiai iki atnaujinimo,Yes
I18N_MONTHS_IN_BNI,I18NCode for Months in BNI,Months in BNI,Mėnesiai BNI,Yes
I18N_MRA_DESCRIPTION,I18NCode for MRA Description,"This is a <strong>monthly report</strong> that usually is sent to the Executive Director every 3rd working day of the month.<br/>

The goal is to give, in only one report, the list of next 3 month renewals and identify on that list the members in member traffic lights RED or GRAY, and also complete list of what happened last month in the region (late, dropped , new and renewed members, members with 3 or more absences, members with 3 or more substitutions, PALMS monitoring and Directors Chapter Visits)","Tai <strong>mėnesinė ataskaita</strong>, kuri paprastai siunčiama vykdomajam direktoriui kas 3 mėnesio darbo dieną.<br/>",Yes
I18N_MRA_MONTHLY_ALERT_REPORT,I18NCode for MRA Monthly Alert Report,MRA - Monthly Alert Report,MRA – mėnesinė įspėjimų ataskaita,Yes
I18N_MRCTL_DESCRIPTION,I18NCode for MRCTL Description,"This is a <strong>monthly report</strong> that usually is sent to each DC every 3rd working day of the month.<br/>

This a Philippe Blin idea (thank you Philippe) and it is a Traffic Lights for Director Consultants. It is based on DC Chapters Traffic Lights, it is a pretty good tool to understand Director Consultant Performance.","Tai <strong>mėnesinė ataskaita</strong>, kuri paprastai siunčiama į kiekvieną DC kas 3 mėnesio darbo dieną.<br/>",Yes
I18N_MRCTL_MONTHLY_REGIONAL_DC_TRAFFIC_LIGTHS_REPORT,I18NCode for MRCTL - Monthly Regional DC Traffic Ligths Report,MRCTL - Monthly Regional DC Traffic Ligths Report,MRCTL – mėnesinė regioninė DC šviesoforų ataskaita,Yes
I18N_MRGTL_DESCRIPTION,I18NCode for MRGTL Description,"This is a <strong>monthly report</strong> that usually is sent to LT's, DC's, AD's and ED (the ED must set who receives it, LT, DC...) every 3rd working day of the month.<br/>

The goal is to give LT's and Directors an update regarding their chapter performance and also the ability to compare with all other chapters.","Tai <strong>mėnesio ataskaita</strong>, kuri paprastai siunčiama LT, DC, AD ir ED (ED turi nustatyti, kas ją gauna, LT, DC...) kas 3 mėnesio darbo dieną.<br/>",Yes
I18N_MRGTL_MONTHLY_REGIONAL_CHAPTER_TRAFFIC_LIGHTS,I18NCode for MRGTL Monthly Regional Chapter Traffic Lights,MRGTL - Monthly Regional Chapter Traffic Lights,MRGTL – mėnesiniai regioninio skyriaus šviesoforai,Yes
I18N_MRP_DESCRIPTION,I18NCode for MRP,"This is a <strong>monthly report</strong> that usually is sent to the Executive Director every 3rd working day of the month.<br/>

The goal is to give the ED a tool to look understand his regional performance and evolution on each and every KSF and other KPI's","Tai <strong>mėnesinė ataskaita</strong>, kuri paprastai siunčiama vykdomajam direktoriui kas 3 mėnesio darbo dieną.<br/>",Yes
I18N_MRP_MONTHLY_REGIONAL_PERFORMANCE_REPORT,I18NCode for MRP Monthly Regional Performance Report,MRP - Monthly Regional Performance Report,MRP – mėnesinė regiono veiklos ataskaita,Yes
I18N_MSP,I18NCode for MSP,MSP,MSP,Yes
I18N_MSP_MONITOR_SETTINGS,I18NCode for MSP Monitor Settings,MSP Monitor Settings,MSP monitoriaus nustatymai,Yes
I18N_MSP_ONLY,I18NCode for MSP Only,MSP Only,Tik MSP,Yes
I18N_MSP_ONLY_LABEL,I18NCode for MSP Only Label,Activate MSP Only,Suaktyvinkite tik MSP,Yes
I18N_MULTI_AVG,I18NCode for Multi AVG,Multi avg,Keli vid,Yes
I18N_MULTI_REGION,I18NCode for Dropdown ddl,Multi Region,Daugiafunkcis regionas,Yes
I18N_MULTI_REGION_CANNOT_EXCEED_50_CHARACTERS,I18NCode for Multi Region cannot exceed 50 characters,Multi region cannot exceed 50 characteres,Keli regionai negali viršyti 50 simbolių,Yes
I18N_MULTI_REGION_GOAL_EDIT,I18NCode for Multi REGION GOAL EDIT,Edit Multi Region Goal,Redaguoti kelių regionų tikslą,Yes
I18N_MULTI_REGION_GOAL_MENU,I18NCode for Multi Region Goal Menu,Multi Region,Daugiafunkcis regionas,Yes
I18N_MULTI_REGION_IS_REQUIRED,I18Ncode for Multi Region is required,Multi region is required,Daugiafunkcis regionas,Yes
I18N_MULTIPLE_RESPONSES,"I18NCode for Multiple Responses
",Multiple responses,Keli atsakymai,Yes
I18N_MULTIPURPOSE,Multipurpose,Multipurpose,Daugiafunkcis,Yes
I18N_MUST_REPEAT_TRAINNING_EVERY,I18NCode for Must Repeat Trainning Every,Must Repeat Trainning Every,Kiekvieną kartą reikia kartoti treniruotę,Yes
I18N_MY_CHAPTER_,I18NCode for My Chapter,My chapter,Mano skyrius,Yes
I18N_MY_LAST_CONTRIBUTIONS,My last contributions,My last contributions,Mano paskutiniai įnašai,Yes
I18N_MY_LAST_CONTRIBUTIONS_PDF,I18NCode for My Last Contributions Pdf,My Last Contributions PDF,Mano paskutiniai įnašai PDF,Yes
I18N_MY_LAST_RECEIVED_REPORTS,I18NCode for My Last Received Reports,Last Received Reports,Paskutinės gautos ataskaitos,Yes
I18N_MY_PROFILE,I18NCode for My Profile,My profile,Mano profilis,Yes
I18N_NAME,I18NCode for Name,Name,Vardas,Yes
I18N_NAME_IS_REQUIRED,I18NCode for Name Is Required,Name is a required field,Vardas yra privalomas laukas,Yes
I18N_ND,I18NCode for ND,ND,ND,Yes
I18N_NET_GROWTH_IN_MEMBERSHIP,I18NCode for NET GROWTH IN_MEMBERSHIP (NEW CHAPTERS),Net Growth in Membership,Grynasis narystės augimas,Yes
I18N_NET_GROWTH_IN_MEMBERSHIP2,I18NCode for Net Growth in Membership (Fill Chapters),Net Growth in Membership,Grynasis narystės augimas,Yes
I18N_NET_NEW_CHAPTERS,I18NCode for Net New Chapters,Net New Chapters,,Yes
I18N_NEW,I18NCode from New,New,Nauja,Yes
I18N_NEW_ABREVIATION,I18NCode for New. Abreviation,New,Nauja,Yes
I18N_NEW_ACTIVATION_EMAIL_HAS_BEEN_SENT,I18NCode for New Activation Email Has Been Sent,New activation has been sent for your email,Jūsų el. paštu išsiųstas naujas aktyvinimas,Yes
I18N_NEW_AMBASSADORS_LAST_6_MONTHS,I18NCode for New Ambassadors (last 6 months),New Ambassador,Naujasis ambasadorius,Yes
I18N_NEW_BROADCAST,I18NCode for New Broadcast,New broadcast,Nauja transliacija,Yes
I18N_NEW_CHAPTERS,I18NCode for New Chapters,New Chapters,Nauji skyriai,Yes
I18N_NEW_CHAT,I18NCode for New Chat,New chat,Naujas pokalbis,Yes
I18N_NEW_DC_LAST_6_MONTHS,I18NCode for New DC (last 6 months),New DC,Naujas DC,Yes
I18N_NEW_MEMBER_ACTIVE_CHAPTERS,I18NCode for New Member Active Chapters,New Members / Active Chapters,Nauji nariai / aktyvūs skyriai,Yes
I18N_NEW_MEMBER_CORE_CHAPTERS,I18NCode for New Member Core Chapters,New Members / Core Chapters,Nauji nariai / pagrindiniai skyriai,Yes
I18N_NEW_MEMBERS_,I18NCode for New Members,New Members,Nauji nariai,Yes
I18N_NEW_MEMBERS_IS_REQUIRED,I18NCode for New members is required,New members is required,Reikalingi nauji nariai,Yes
I18N_NEW_MEMBERS_THE_REGION,I18NCode for New Members The Region,New Members,Nauji nariai,Yes
I18N_NEW_MESSAGES,I18NCode for New Messages,New messages,Nauji pranešimai,Yes
I18N_NEW_SINGULAR,I18NCode for New word in singular,New,Nauja,Yes
I18N_NO,I18NCode for No,No,Nr,Yes
I18N_NO_CHAPTER_GOAL,I18NCode for No Chapter Goal,No Chapter Goal defined.,Skyriaus tikslas neapibrėžtas.,Yes
I18N_NO_CHATTING,I18NCode for No chatting,No Chatting,Jokio pokalbio,Yes
I18N_NO_CONTACT_SPHERE,I18NCode for No Contact Sphere,Contact Spheres not found,Kontaktinės sferos nerasta,Yes
I18N_NO_COUNTRY_GOAL,I18NCode for No Country Goal,No Country Goal defined.,Šalies tikslas neapibrėžtas.,Yes
I18N_NO_DATA_100_POINTS,I18NCode for No Data 100 Points,This month there are no members with 100 points,"Šį mėnesį nėra narių, turinčių 100 taškų",Yes
I18N_NO_DATA_FOR_NO_NEW_MEMBERS,I18NCode for No Data for No New Members,No Data for No New Members,"Nėra duomenų, kad nėra naujų narių",Yes
I18N_NO_DATA_TO_SHOW,"I18NCode for message ""No data to show""",No data is available,Duomenų nėra,Yes
I18N_NO_DIRECTOR_GOAL,I18NCode for No Director Goal,No Diretor Goal defined.,Nėra apibrėžto direktoriaus tikslo.,Yes
I18N_NO_DIRECTOR_TO_SHOW,I18NCode for No Director to show,Only available if you have more than one Area Director!,"Galima tik tuo atveju, jei turite daugiau nei vieną srities direktorių!",Yes
I18N_NO_GAMES_TO_SHOW,I18NCode for No Games To Show,No games to show,"Nėra žaidimų, kuriuos būtų galima parodyti",Yes
I18N_NO_GROUP_MECHANISMS,I18NCode for No Group Mechanisms,No Chapter Mechanisms defined.,Skyriaus mechanizmai neapibrėžti.,Yes
I18N_NO_GUESTS,I18NCode for No guests,No Guests,Svečių nėra,Yes
I18N_NO_GUESTS_IN_THE_LAST_12_MONTHS,I18NCode for No guests in the last 12 months,No Guests in the Last 12 Months,Svečių nebuvo per pastaruosius 12 mėnesių,Yes
I18N_NO_IMAGE_SELECTED,I18NCode for No image selected,No image selected,Nepasirinktas joks vaizdas,Yes
I18N_NO_KPI_ON_GAME,I18NCode for No KPI on Game,This Game has no KPI's to show.,"Šiame žaidime nėra KPI, kurį būtų galima parodyti.",Yes
I18N_NO_MECANISM_AVAILABLE,I18NCode for No Mecanism Available,No Mecanisms Available,Nėra jokių mechanizmų,Yes
I18N_NO_MEMBER_MECHANISMS,I18NCode for No Member Mechanisms,No Member Mechanisms defined.,Narių mechanizmai neapibrėžti.,Yes
I18N_NO_MEMBERS_AVAILABLE,"I18NCode for No members available
",No Members Available,Nėra narių,Yes
I18N_NO_MEMBERS_FOUND,I18NCode for No Members Found,No members found.,Narių nerasta.,Yes
I18N_NO_MULTI_REGION_GOAL,I18NCode for Multi Region Goal,No Multi Region Goal defined.,Kelių regionų tikslas neapibrėžtas.,Yes
I18N_NO_ONE_TO_ONES,I18NCode for No One To Ones,no one to ones,niekas prie vienų,Yes
I18N_NO_ONE_TO_ONES_IN_THE_LAST_4_WEEKS,I18NCode for No One To Ones in the last 4 weeks,No One To Ones in the last 4 weeks,„No One To One“ per pastarąsias 4 savaites,Yes
I18N_NO_ONE_TO_ONES_RECEIVED,I18NCode for No One-To-Ones received,No One-To-Ones received,Negauta „vienas su vienu“.,Yes
I18N_NO_RECEIVED_REFERRALS_,I18NCode for NO RECEIVED REFERRALS ,No received referrals,Negauta siuntimų,Yes
I18N_NO_REFERRALS,I18NCode for No Referrals,no referrals,jokių siuntimų,Yes
I18N_NO_REFERRALS_GIVEN_,I18NCode for NO REFERRALS Given ,No referrals given,Siuntimų neduota,Yes
I18N_NO_REFERRALS_RECEIVED,I18NCode for No Referrals Received,No referrals received,Siuntimų negauta,Yes
I18N_NO_REFERRALS_RECEIVED_IN_THE_LAST_8_WEEKS,I18NCode for No Referrals Received in the last 8 weeks,No Referrals Received in the Last 8 Weeks,Per pastarąsias 8 savaites nebuvo gauta jokių siuntimų,Yes
I18N_NO_REGION_GOAL,I18NCode for No Region Goal,No Region Goal defined.,Regiono tikslas nenustatytas.,Yes
I18N_NO_RESULTS,I18NCode for No results,No results,Jokių rezultatų,Yes
I18N_NO_RESULTS_FOUND,I18NCode for No Results found,No results found,Rezultatų nerasta,Yes
I18N_NO_RESULTS_FOUND_FOR,"I18NCode for No results found for
",No results found for,Rezultatų nerasta,Yes
I18N_NO_SCHEDULED_OPERATIONS,I18NCode for No Scheduled Operations in Region Schedules Page,No Scheduled Operations,Jokių suplanuotų operacijų,Yes
I18N_NO_TAKS_EMPTY_DATA,I18NCode for No Taks Empty Data,No tasks ,Jokių užduočių,Yes
I18N_NO_TEAM_MEMBER,I18NCode for No Team Member,No members in the team,Komandoje nėra narių,Yes
I18N_NO_TEAMS_TO_SHOW,I18NCode for No Teams to show,This Game has no teams to show.,"Šiame žaidime nėra komandų, kurias būtų galima parodyti.",Yes
I18N_NO_TRAINNING_OR_CEU_ON_LAST,I18NCode for No Trainning or CEU On Last,No Trainning or CEU On Last,Jokių mokymų arba CEU yra paskutinis,Yes
I18N_NO_USERS_FOUND,I18NCode for No users found,No users found,Nerasta jokių vartotojų,Yes
I18N_NOMEMBERSONTHISMONTHFORRENEWS,I18NCode for NoMembersOnThisMonthforRenews,No members on this month for renew,Šį mėnesį nėra naujų narių,Yes
I18N_NOT_GREEN_LABEL_INFO,I18NCode for Not Green Label Info,new members that did not reach Green,"naujų narių, kurie nepasiekė Greeno",Yes
I18N_NOT_GREENS,I18NCode for Not Greens,Not Greens,Ne žalieji,Yes
I18N_NOT_PERMITED_FILE,I18NCode for Not permited file,"File type not allowed. Use only JPEG, PNG, or GIF.",Failo tipas neleidžiamas.,Yes
I18N_NOT_REGISTERED_YET_,I18NCode for Not Registered yet?,Not Registered yet?,Dar neregistruotas?,Yes
I18N_NOT_TO_GREEN_LABEL_INFO,I18NCode for Not To Green Label Info,membership length from members that did not reach Green yet,"narystės trukmė iš narių, kurie dar nepasiekė Green",Yes
I18N_NOTABLE_NETWORKERS,I18NCode for Notable Networkers Menu,Notable Networkers,Žymūs tinklininkai,Yes
I18N_NOTES,I18NCode for Notes in Manage Tasks Page,Notes,Pastabos,Yes
I18N_NOTGREEN,I18NCode for NotGreen,Not Green,Ne žalias,Yes
I18N_NOTIFICATIONS,I18NCode for Notifications,Notifications,Pranešimai,Yes
I18N_NOVEMBER,I18NCode for November,November,lapkritis,Yes
I18N_NPS,I18NCode for NPS,NPS,NPS,Yes
I18N_NUMBER_OF_MEMBERS,I18NCode for Number of Members,Number of Members,Narių skaičius,Yes
I18N_NUMBER_OF_TEAMS,I18NCode for Number of teams,Number of teams,Komandų skaičius,Yes
I18N_NUMBER_TOTAL_SPONSORS_MEMBERS,I18NCode for Nº Total Spons Members,Total Sponsored Members,Iš viso remiamų narių,Yes
I18N_OBJECTIVE_TIME,I18NCode for Objective Time,Goal Time Range,Tikslo laiko intervalas,Yes
I18N_OCTOBER,I18NCode for October,October,spalis,Yes
I18N_OF,I18NCode for Of,Of,Iš,Yes
I18N_OF_PDF,I18NCode for Of Label in Datatable Pdf Export,of,iš,Yes
I18N_OF_THE_MEMBERS,I18NCode for of the members,of the Members,narių,Yes
I18N_OLD,I18NCode for Old,Old,Senas,Yes
I18N_ON_FIREFOX,I18NCode for On Firefox,On Firefox,„Firefox“.,Yes
I18N_ON_GOOGLE_CHROME,"i18NCode for On Google Chrome
",On Google Chrome,„Google Chrome“.,Yes
I18N_ON_INTERNET_EXPLORER,I18NCode for On Internet Explorer,On Internet Explorer,Internet Explorer naršyklėje,Yes
I18N_ON_SAFARI,I18NCode for Safari,On Safari,Safaryje,Yes
I18N_ON_TRAFFIC_LIGHTS_MARK_NEW_MEMBERS,I18NCode for On Traffic Lights Mark New Members,On Traffic Lights Mark New Members,Šviesoforuose pažymėkite naujus narius,Yes
I18N_ONE_TO_ONE,I18NCode for One-to-One's Chart,One-to-One's,Vienas prieš vieną,Yes
I18N_ONE_TO_ONES,I18NCode for ONE-TO-ONE's,One-To-One's,Vienas prieš vieną,Yes
I18N_ONF_IS_REQUIRED,I18NCode for ONF is required,TYFCB is required,Reikalingas TYFCB,Yes
I18N_OPERATION,I18NCode for Operation,Operation,Operacija,Yes
I18N_OPERATION_DESCRIPTION,I18NCode for Operation Description,Operation Description,Operacijos aprašymas,Yes
I18N_OPERATIONS,I18NCode for Operations,Operations,Operacijos,Yes
I18N_OPTION,I18NCode for Option,Option,Operacijos,Yes
I18N_OPTIONS,I18NCode for Options,Options,Parinktys,Yes
I18N_OPTOUT_REPORT,I18NCode for Optout Report label,Optout Report,Atsisakymo ataskaita,Yes
I18N_ORDER,I18NCode for Order,Order,Užsakyti,Yes
I18N_ORIGINAL,I18NCode for Original,Original,Originalus,Yes
I18N_OUT_,I18NCode for Out,Out,Išeina,Yes
I18N_OVERALL_3PLUS1PERFORMANCE,I18NCode for Overall 3+1 Performance,3+1,3+1,Yes
I18N_OVERALL_RETENTION,I18NCode for Overall Retention,Overall,Apskritai,Yes
I18N_P,I18NCode for P,P,P,Yes
I18N_PAGE,I18NCode for Page Label in Datatable Pdf Export,Page,Puslapis,Yes
I18N_PARENT_MENU,I18NCode for Parent Menu,Parent Menu,Tėvų meniu,Yes
I18N_PARENT_MENU_OPTION,I18NCode for Parent Menu Option,Parent Menu Option,Tėvų meniu parinktis,Yes
I18N_PASSWORD,i18NCode for Password,Password,Slaptažodis,Yes
I18N_PASSWORD_CHANGED_SUCCESSFULLY_,I18NCode for Password Changed Successfully!,Password Changed Successfully!,Password Changed Successfully!,Yes
I18N_PASSWORD_IS_REQUIRED,I18NCode for Password is Required,Password is required,Reikalingas slaptažodis,Yes
I18N_PASSWORD_MUST_BE_AT_LEAST_8_CHARACTERS_,I18NCode for Password Must Be At Least 8 Characters ,Password must be at leat 8 caracters,Slaptažodį turi sudaryti bent 8 simboliai,Yes
I18N_PASSWORDS_DO_NOT_MATCH,I18NCode for Passwords Do Not Match,Passwords do not match,Slaptažodžiai nesutampa,Yes
I18N_PER_CHAPTER,I18NCode for Per Chapter,Per Chapter,Slaptažodžiai nesutampa,Yes
I18N_PERF_INDEX,I18NCode for Market Perf.Index,Perf. Index,Perf.,Yes
I18N_PERFOMANCE,I18NCode for Franchise Perfomance,Performance,Spektaklis,Yes
I18N_PERFORM_COMPLETE_MANAGEMENT_OF_YOUR,I18NCode for Perform complete management of your,Perform complete management of yours,Atlikite visą savo valdymą,Yes
I18N_PERIODICITY,I18NCode for Periodicity,Periodicity,Periodiškumas,Yes
I18N_PHONE,I18NCode for Phone,Phone,Telefonas,Yes
I18N_PICK_RANGE_OF_DATE,I18NCode for Pick the Range of Dates for date picker label,Pick the Range of Dates,Pasirinkite datų diapazoną,Yes
I18N_PLACE,I18NCode for Place,Place,Vieta,Yes
I18N_PLEASE_CHECK_YOUR_INBOX,I18NCode for Please Check Your Inbox,Please check your inbox,Patikrinkite gautuosius,Yes
I18N_PLEASE_REQUEST_A_NEW_ACTIVATION_EMAIL,I18NCode for Please Request A New Activation Email,Please request a new activation email,Prašykite naujo aktyvinimo el. pašto,Yes
I18N_PLEASE_WAIT,I18NCode for Please Wait,Please wait,Palaukite,Yes
I18N_PLEASE_WAIT_WHILE_WE_VALIDATE_YOUR_TOKEN,i18NCode for Please Wait While We Validate Your Token,Please wait while we validade your token,"Palaukite, kol patvirtinsime jūsų prieigos raktą",Yes
I18N_POINTS,I18NCode for Points,Points,Taškai,Yes
I18N_POLL_OPTIONS,I18NCode for Poll Options,Poll options,Apklausos parinktys,Yes
I18N_POSSIBLE_RENEWALS,I18NCode for Possible Renewals in graphic,Possible Renewals,Galimi atnaujinimai,Yes
I18N_PREVIOUS_MONTH,I18NCode for Previous Month,Previous Month,Ankstesnis mėnuo,Yes
I18N_PRIMARY_CONTACT_DETAILS,I18NCode for Primary Contact Details,Primary contact details,Pirminiai kontaktiniai duomenys,Yes
I18N_PRIORITY,I18NCode for Priority,Priority,Pirmenybė,Yes
I18N_PRIVACY_POLICY,I18NCode for Privacy Policy,Privacy Policy,Privatumo politika,Yes
I18N_PRIVACY_POLICY_INTRO,i18NCode for Privacy Policy Intro,"For us at <strong>DeepEye</strong>, protecting your privacy is of utmost importance. We take data protection seriously and make an active effort to attend all of our obligations and to guarantee your rights. In this privacy policy, we explain who we are and how we accomplish that.","Mums, <strong>DeepEye</strong>, jūsų privatumo apsauga yra nepaprastai svarbi.",Yes
I18N_PRIVATE,I18NCode for private,Private,Privatus,Yes
I18N_PRIVATE_CHAT,I18NCode for Private Chat,Private Chat,Privatus pokalbis,Yes
I18N_PRIVATE_CONVERSATIONS_ONLY,I18NCode for Private conversations only,Private conversations only,Tik privatūs pokalbiai,Yes
I18N_PROBABLE_RENEWALS,I18NCode for Probable Renewals in graphic,Probable Renewals,Tikėtini atnaujinimai,Yes
I18N_PROCESSING_YOUR_REQUEST,I18NCode for Processing Your Request,Processing your request,Apdorojama jūsų užklausa,Yes
I18N_PROFESSION,I18NCode for hidden row in Upcoming Renewels Page,Profession,Profesija,Yes
I18N_PROFILE,I18NCode for Profile,Profile,Profilis,Yes
I18N_PROFILE_DESCRIPTION,I18NCode for Profile Descriptions,Profile Description,Profilio aprašymas,Yes
I18N_PROFILE_DETAIL_PAGE,I18NCode for Profile detail page,Profile Detail Page,Profilio informacijos puslapis,Yes
I18N_PROFILE_DETAILS,I18NCode for Profile Details,Profile Details,Profilio informacija,Yes
I18N_PROFILE_NAME,I18NCode for Profile Name,Profile Name,Profilio pavadinimas,Yes
I18N_PROFILES,I18NCode for Profiles Menu,Profiles,Profiliai,Yes
I18N_PROGRESS,I18NCode for Progress,Progress,Pažanga,Yes
I18N_PROMOTE_TO_ADMIN,I18NCode for Promote to admin,Promote to admin,Paaukštinti į administratorių,Yes
I18N_PTS,I18NCode for Pts,Pts,tšk,Yes
I18N_QUARTER,I18NCode for Quarter,Quarter,ketvirtis,Yes
I18N_QUESTION,I18NCode for Question,Question,Klausimas,Yes
I18N_QUICK_STATS,I18NCode for Quick Stats,Quick stats,Greita statistika,Yes
I18N_R2Y_ADMINISTRATOR,I18NCodes for R2Y Administrator,R2Y Administrator,R2Y administratorius,Yes
I18N_REASON,I18NCode for Reason,Reason,Priežastis,Yes
I18N_RECEIVE_EMAIL_ALERTS_WHEN_YOU_HAVE_MESSAGES,I18NCode for Receive email alerts when you have messages,Receive email alerts for messages,Gaukite el. pašto įspėjimus apie pranešimus,Yes
I18N_RECEIVE_REPORTS,I18NCode for Receive Reports,Receive Reports,Gaukite ataskaitas,Yes
I18N_RECEIVED_IN_THE_LAST,I18NCode for Received in the last,Received in the last,Gauta paskutiniame,Yes
I18N_RECEIVED_REFERRALS,I18NCode for Received Referrals Chart,Received Referrals,Gauti siuntimai,Yes
I18N_RED,I18NCode for #Red on table label,#Red,#Raudona,Yes
I18N_REF,I18NCode for Ref,Ref.,Nuorod.,Yes
I18N_REFERRALS,I18NCode for referrals,Referrals,Rekomendacijos,Yes
I18N_REFERRALS_IS_REQUIRED,I18NCode for Referrals is required,Referrals is required,Rekomendacijos,Yes
I18N_REFERREALS_THE_REGION,I18NCode for Referreals The Region,Referrals,Rekomendacijos,Yes
I18N_REGION,I18NCode for Région,Region,Regionas,Yes
I18N_REGION_AVG,I18NCode for region Avg,Region Avg,Regiono vid,Yes
I18N_REGION_DEVELOPMENT,I18NCode for Region Development,Region Development,Regiono plėtra,Yes
I18N_REGION_GOAL_EDIT,I18NCode for Region Goal Edit,Edit the Region Goal,Regiono plėtra,Yes
I18N_REGION_GOAL_MENU,I18NCode for Region Menu for Goals,Region,Regionas,Yes
I18N_REGION_ID_CANNOT_EXCEED_50_CHARACTERS,I18NCode for Region ID cannot exceed 50 characters,Region ID cannot exceed 50 characters,Regiono ID negali viršyti 50 simbolių,Yes
I18N_REGION_ID_IS_REQUIRED,I18NCode for Region ID is required,Region ID is required,Būtinas regiono ID,Yes
I18N_REGION_LAST_MONTH,I18NCode for Region Last Month Page,Region Last Month,Regionas praėjusį mėnesį,Yes
I18N_REGION_RETENTION_GROWTH,I18NCode for Region Retention Growth Page Title,Retention Growth,Išlaikymo augimas,Yes
I18N_REGION_SCHEDULES,I18NCode for Region Schedules Title Page,Scheduled Operations,Suplanuotos operacijos,Yes
I18N_REGION_SETUP,I18NCode for Region Setup,Region Setup,Regiono nustatymas,Yes
I18N_REGION_SIZE,I18NCode for Region Size ,Region Size,Regiono dydis,Yes
