Code,Description,Default_Translation (en-en),Target_Translation (pl-pl),Has_Translation
I18N_MESSAGE_NO_COUNTRY_GOAL,I18NCode for Message No Country Goal,Establishing the Country's Objective is a fundamental step towards Success.,Ustalenie celu kraju jest zasadniczym krokiem w stronę sukcesu.,Yes
I18N_MESSAGE_NO_DIRECTOR_GOAL,I18NCode for Message No Director Goal,Establishing the Director's Objetive is a fundamental step towards Success.,Ustalenie Celu Dyrektora jest zasadniczym krokiem w kierunku Sukcesu.,Yes
I18N_MESSAGE_NO_GROUP_MECHANISMS,I18NCode for Message No Group Mechanisms,Establishing Chapter Mechanisms is a fundamental step towards Success.,Ustanowienie mechanizmów rozdziału jest podstawowym krokiem w kierunku sukcesu.,Yes
I18N_MESSAGE_NO_MEMBER_MECHANISMS,I18NCode for Message No Member Mechanisms,Establishing Member Mechanisms is a fundamental step towards Success.,Ustanowienie Mechanizmów Członkowskich jest podstawowym krokiem w kierunku Sukcesu.,Yes
I18N_MESSAGE_NO_MULTI_REGION_GOAL,I18NCode for Message No Multi Region Goal,Establishing the Multi Region Objetive is a fundamental step towards Success.,Ustanowienie celu obejmującego wiele regionów jest podstawowym krokiem w kierunku sukcesu.,Yes
I18N_MESSAGE_NO_REGION_GOAL,I18NCode for Message No Region Goal,Establishing the Region's Objetive is a fundamental step towards Success.,Ustalenie Celu Regionu jest zasadniczym krokiem w kierunku Sukcesu.,Yes
I18N_MESSAGE_TO_BROADCAST,I18NCode for Message to broadcast,Message to broadcast,Wiadomość do transmisji,Yes
I18N_MESSAGES,I18NCode for Messages Chat,Messages,Wiadomości,Yes
I18N_METRIC_PERFOMANCE,I18NCode for Metric Perfomance,Performance Metrics,Metryki wydajności,Yes
I18N_MIN,I18NCode represent Min:,Min:,Min.:,Yes
I18N_MIN_MEMBERSHIP_AGE,I18NCode for Min Membership Age,Min Membership Age,Minimalny wiek członkostwa,Yes
I18N_MINUTES,I18NCode for Minutes,minutes,protokół,Yes
I18N_MODULE_DESCRIPTION,I18NCode for module description,Description,Opis,Yes
I18N_MODULE_NAME,I18NCode for the module name type,Module ,Moduł,Yes
I18N_MODULES,I18NCodes for Modules,Modules,Moduły,Yes
I18N_MONITOR_MSP,I18NCode for Monitor MSP,Monitor MSP,Monitoruj MSP,Yes
I18N_MONITOR_MSP_LABEL,I18NCode for Monitor MSP Label,Enable MSP monitoring,Włącz monitorowanie MSP,Yes
I18N_MONITOR_SUBSTITUTIONS,I18NCode for Monitor Substitutions,Monitor Substitutions,Monitoruj substytucje,Yes
I18N_MONITOR_SUBSTITUTIONS_LABEL,I18NCode Monitor Substitutions Label,Enable monitoring substitutions,Włącz monitorowanie podstawień,Yes
I18N_MONTH_BY_MONTH,I18NCode for Month by month,Month by month,Miesiąc po miesiącu,Yes
I18N_MONTH_DIFFERENCE,I18NCode for Month difference, Months from the affiliate's entry until their exit,Miesiące od wejścia partnera do jego wyjścia,Yes
I18N_MONTH_MEMBER_6AM,I18NCode for /month/member (6m),/month/member (6m),/miesiąc/członek (6m),Yes
I18N_MONTHLY_ALERT_REPORT_SETTINGS,I18NCode for Monthly Alert Report Settings,Monthly Alert Report Settings,Ustawienia miesięcznego raportu alertów,Yes
I18N_MONTHS,I18NCode for Months,Months,Miesiące,Yes
I18N_MONTHS_100_POINTS,I18NCode for Months 100 Points,Months 100 Points,Miesiące 100 punktów,Yes
I18N_MONTHS_BEFORE_RENEWAL,"I18NCode for ""Months Before Renewal""",Months before renewal,Miesiące przed odnowieniem,Yes
I18N_MONTHS_IN_BNI,I18NCode for Months in BNI,Months in BNI,Miesiące w BNI,Yes
I18N_MRA_DESCRIPTION,I18NCode for MRA Description,"This is a <strong>monthly report</strong> that usually is sent to the Executive Director every 3rd working day of the month.<br/>

The goal is to give, in only one report, the list of next 3 month renewals and identify on that list the members in member traffic lights RED or GRAY, and also complete list of what happened last month in the region (late, dropped , new and renewed members, members with 3 or more absences, members with 3 or more substitutions, PALMS monitoring and Directors Chapter Visits)","Jest to <strong>raport miesięczny</strong>, który zwykle jest wysyłany do dyrektora wykonawczego co trzeci dzień roboczy w miesiącu.<br/>",Yes
I18N_MRA_MONTHLY_ALERT_REPORT,I18NCode for MRA Monthly Alert Report,MRA - Monthly Alert Report,MRA – miesięczny raport alertów,Yes
I18N_MRCTL_DESCRIPTION,I18NCode for MRCTL Description,"This is a <strong>monthly report</strong> that usually is sent to each DC every 3rd working day of the month.<br/>

This a Philippe Blin idea (thank you Philippe) and it is a Traffic Lights for Director Consultants. It is based on DC Chapters Traffic Lights, it is a pretty good tool to understand Director Consultant Performance.","Jest to <strong>raport miesięczny</strong>, który zwykle jest wysyłany do każdego DC co trzeci dzień roboczy miesiąca.<br/>",Yes
I18N_MRCTL_MONTHLY_REGIONAL_DC_TRAFFIC_LIGTHS_REPORT,I18NCode for MRCTL - Monthly Regional DC Traffic Ligths Report,MRCTL - Monthly Regional DC Traffic Ligths Report,MRCTL – miesięczny raport regionalny na temat sygnalizacji świetlnej DC,Yes
I18N_MRGTL_DESCRIPTION,I18NCode for MRGTL Description,"This is a <strong>monthly report</strong> that usually is sent to LT's, DC's, AD's and ED (the ED must set who receives it, LT, DC...) every 3rd working day of the month.<br/>

The goal is to give LT's and Directors an update regarding their chapter performance and also the ability to compare with all other chapters.","Jest to <strong>raport miesięczny</strong>, który zwykle jest wysyłany do LT, DC, AD i ED (ED musi określić, kto go otrzyma, LT, DC...) co trzeci dzień roboczy miesiąca.<br/>",Yes
I18N_MRGTL_MONTHLY_REGIONAL_CHAPTER_TRAFFIC_LIGHTS,I18NCode for MRGTL Monthly Regional Chapter Traffic Lights,MRGTL - Monthly Regional Chapter Traffic Lights,MRGTL – miesięczny rozdział regionalny „Sygnalizacja świetlna”.,Yes
I18N_MRP_DESCRIPTION,I18NCode for MRP,"This is a <strong>monthly report</strong> that usually is sent to the Executive Director every 3rd working day of the month.<br/>

The goal is to give the ED a tool to look understand his regional performance and evolution on each and every KSF and other KPI's","Jest to <strong>raport miesięczny</strong>, który zwykle jest wysyłany do dyrektora wykonawczego co trzeci dzień roboczy w miesiącu.<br/>",Yes
I18N_MRP_MONTHLY_REGIONAL_PERFORMANCE_REPORT,I18NCode for MRP Monthly Regional Performance Report,MRP - Monthly Regional Performance Report,MRP – miesięczny raport wyników regionalnych,Yes
I18N_MSP,I18NCode for MSP,MSP,MSP,Yes
I18N_MSP_MONITOR_SETTINGS,I18NCode for MSP Monitor Settings,MSP Monitor Settings,Ustawienia monitora MSP,Yes
I18N_MSP_ONLY,I18NCode for MSP Only,MSP Only,Tylko MSP,Yes
I18N_MSP_ONLY_LABEL,I18NCode for MSP Only Label,Activate MSP Only,Aktywuj tylko MSP,Yes
I18N_MULTI_AVG,I18NCode for Multi AVG,Multi avg,Wiele średnio,Yes
I18N_MULTI_REGION,I18NCode for Dropdown ddl,Multi Region,Wiele regionów,Yes
I18N_MULTI_REGION_CANNOT_EXCEED_50_CHARACTERS,I18NCode for Multi Region cannot exceed 50 characters,Multi region cannot exceed 50 characteres,Multi region cannot exceed 50 characteres,Yes
I18N_MULTI_REGION_GOAL_EDIT,I18NCode for Multi REGION GOAL EDIT,Edit Multi Region Goal,Edytuj cel obejmujący wiele regionów,Yes
I18N_MULTI_REGION_GOAL_MENU,I18NCode for Multi Region Goal Menu,Multi Region,Wiele regionów,Yes
I18N_MULTI_REGION_IS_REQUIRED,I18Ncode for Multi Region is required,Multi region is required,Wymaganych jest wiele regionów,Yes
I18N_MULTIPLE_RESPONSES,"I18NCode for Multiple Responses
",Multiple responses,Wiele odpowiedzi,Yes
I18N_MULTIPURPOSE,Multipurpose,Multipurpose,Wiele odpowiedzi,Yes
I18N_MUST_REPEAT_TRAINNING_EVERY,I18NCode for Must Repeat Trainning Every,Must Repeat Trainning Every,Wiele odpowiedzi,Yes
I18N_MY_CHAPTER_,I18NCode for My Chapter,My chapter,Wiele odpowiedzi,Yes
I18N_MY_LAST_CONTRIBUTIONS,My last contributions,My last contributions,Wiele odpowiedzi,Yes
I18N_MY_LAST_CONTRIBUTIONS_PDF,I18NCode for My Last Contributions Pdf,My Last Contributions PDF,Mój ostatni wkład w formacie PDF,Yes
I18N_MY_LAST_RECEIVED_REPORTS,I18NCode for My Last Received Reports,Last Received Reports,Ostatnio otrzymane raporty,Yes
I18N_MY_PROFILE,I18NCode for My Profile,My profile,Mój profil,Yes
I18N_NAME,I18NCode for Name,Name,Nazwa,Yes
I18N_NAME_IS_REQUIRED,I18NCode for Name Is Required,Name is a required field,Nazwa jest polem wymaganym,Yes
I18N_ND,I18NCode for ND,ND,ND,Yes
I18N_NET_GROWTH_IN_MEMBERSHIP,I18NCode for NET GROWTH IN_MEMBERSHIP (NEW CHAPTERS),Net Growth in Membership,Wzrost netto liczby członków,Yes
I18N_NET_GROWTH_IN_MEMBERSHIP2,I18NCode for Net Growth in Membership (Fill Chapters),Net Growth in Membership,Wzrost netto liczby członków,Yes
I18N_NET_NEW_CHAPTERS,I18NCode for Net New Chapters,Net New Chapters,Nowe rozdziały w sieci,Yes
I18N_NEW,I18NCode from New,New,Nowy,Yes
I18N_NEW_ABREVIATION,I18NCode for New. Abreviation,New,Nowy,Yes
I18N_NEW_ACTIVATION_EMAIL_HAS_BEEN_SENT,I18NCode for New Activation Email Has Been Sent,New activation has been sent for your email,Nowa aktywacja została wysłana na Twój adres e-mail,Yes
I18N_NEW_AMBASSADORS_LAST_6_MONTHS,I18NCode for New Ambassadors (last 6 months),New Ambassador,Nowy Ambasador,Yes
I18N_NEW_BROADCAST,I18NCode for New Broadcast,New broadcast,Nowa transmisja,Yes
I18N_NEW_CHAPTERS,I18NCode for New Chapters,New Chapters,Nowe rozdziały,Yes
I18N_NEW_CHAT,I18NCode for New Chat,New chat,Nowy czat,Yes
I18N_NEW_DC_LAST_6_MONTHS,I18NCode for New DC (last 6 months),New DC,Nowy DC,Yes
I18N_NEW_MEMBER_ACTIVE_CHAPTERS,I18NCode for New Member Active Chapters,New Members / Active Chapters,Nowi członkowie / aktywne rozdziały,Yes
I18N_NEW_MEMBER_CORE_CHAPTERS,I18NCode for New Member Core Chapters,New Members / Core Chapters,Nowi członkowie / główne oddziały,Yes
I18N_NEW_MEMBERS_,I18NCode for New Members,New Members,Nowi członkowie,Yes
I18N_NEW_MEMBERS_IS_REQUIRED,I18NCode for New members is required,New members is required,Potrzebni są nowi członkowie,Yes
I18N_NEW_MEMBERS_THE_REGION,I18NCode for New Members The Region,New Members,Nowi członkowie,Yes
I18N_NEW_MESSAGES,I18NCode for New Messages,New messages,Nowe wiadomości,Yes
I18N_NEW_SINGULAR,I18NCode for New word in singular,New,Nowy,Yes
I18N_NO,I18NCode for No,No,NIE,Yes
I18N_NO_CHAPTER_GOAL,I18NCode for No Chapter Goal,No Chapter Goal defined.,Nie określono celu rozdziału.,Yes
I18N_NO_CHATTING,I18NCode for No chatting,No Chatting,Żadnych rozmów,Yes
I18N_NO_CONTACT_SPHERE,I18NCode for No Contact Sphere,Contact Spheres not found,Nie znaleziono sfer kontaktowych,Yes
I18N_NO_COUNTRY_GOAL,I18NCode for No Country Goal,No Country Goal defined.,Nie określono celu krajowego.,Yes
I18N_NO_DATA_100_POINTS,I18NCode for No Data 100 Points,This month there are no members with 100 points,W tym miesiącu nie ma członków ze 100 punktami,Yes
I18N_NO_DATA_FOR_NO_NEW_MEMBERS,I18NCode for No Data for No New Members,No Data for No New Members,Brak danych dla braku nowych członków,Yes
I18N_NO_DATA_TO_SHOW,"I18NCode for message ""No data to show""",No data is available,Brak dostępnych danych,Yes
I18N_NO_DIRECTOR_GOAL,I18NCode for No Director Goal,No Diretor Goal defined.,Nie określono celu dyrektora.,Yes
I18N_NO_DIRECTOR_TO_SHOW,I18NCode for No Director to show,Only available if you have more than one Area Director!,"Dostępne tylko wtedy, gdy masz więcej niż jednego Dyrektora Obszaru!",Yes
I18N_NO_GAMES_TO_SHOW,I18NCode for No Games To Show,No games to show,Brak gier do pokazania,Yes
I18N_NO_GROUP_MECHANISMS,I18NCode for No Group Mechanisms,No Chapter Mechanisms defined.,Nie zdefiniowano żadnych mechanizmów rozdziału.,Yes
I18N_NO_GUESTS,I18NCode for No guests,No Guests,Brak gości,Yes
I18N_NO_GUESTS_IN_THE_LAST_12_MONTHS,I18NCode for No guests in the last 12 months,No Guests in the Last 12 Months,Brak gości w ciągu ostatnich 12 miesięcy,Yes
I18N_NO_IMAGE_SELECTED,I18NCode for No image selected,No image selected,Nie wybrano obrazu,Yes
I18N_NO_KPI_ON_GAME,I18NCode for No KPI on Game,This Game has no KPI's to show.,Ta gra nie ma wskaźników KPI do pokazania.,Yes
I18N_NO_MECANISM_AVAILABLE,I18NCode for No Mecanism Available,No Mecanisms Available,Brak dostępnych mechanizmów,Yes
I18N_NO_MEMBER_MECHANISMS,I18NCode for No Member Mechanisms,No Member Mechanisms defined.,Nie zdefiniowano żadnych mechanizmów członkowskich.,Yes
I18N_NO_MEMBERS_AVAILABLE,"I18NCode for No members available
",No Members Available,Brak dostępnych członków,Yes
I18N_NO_MEMBERS_FOUND,I18NCode for No Members Found,No members found.,Nie znaleziono żadnych członków.,Yes
I18N_NO_MULTI_REGION_GOAL,I18NCode for Multi Region Goal,No Multi Region Goal defined.,Nie zdefiniowano celu obejmującego wiele regionów.,Yes
I18N_NO_ONE_TO_ONES,I18NCode for No One To Ones,no one to ones,nikt do nikogo,Yes
I18N_NO_ONE_TO_ONES_IN_THE_LAST_4_WEEKS,I18NCode for No One To Ones in the last 4 weeks,No One To Ones in the last 4 weeks,Nikt do jednego w ciągu ostatnich 4 tygodni,Yes
I18N_NO_ONE_TO_ONES_RECEIVED,I18NCode for No One-To-Ones received,No One-To-Ones received,Nie otrzymano żadnych rozmów indywidualnych,Yes
I18N_NO_RECEIVED_REFERRALS_,I18NCode for NO RECEIVED REFERRALS ,No received referrals,Brak otrzymanych poleceń,Yes
I18N_NO_REFERRALS,I18NCode for No Referrals,no referrals,żadnych skierowań,Yes
I18N_NO_REFERRALS_GIVEN_,I18NCode for NO REFERRALS Given ,No referrals given,Nie wydano żadnych skierowań,Yes
I18N_NO_REFERRALS_RECEIVED,I18NCode for No Referrals Received,No referrals received,Nie otrzymano żadnych skierowań,Yes
I18N_NO_REFERRALS_RECEIVED_IN_THE_LAST_8_WEEKS,I18NCode for No Referrals Received in the last 8 weeks,No Referrals Received in the Last 8 Weeks,W ciągu ostatnich 8 tygodni nie otrzymano żadnych skierowań,Yes
I18N_NO_REGION_GOAL,I18NCode for No Region Goal,No Region Goal defined.,Nie zdefiniowano celu regionalnego.,Yes
I18N_NO_RESULTS,I18NCode for No results,No results,Brak wyników,Yes
I18N_NO_RESULTS_FOUND,I18NCode for No Results found,No results found,Nie znaleziono żadnych wyników,Yes
I18N_NO_RESULTS_FOUND_FOR,"I18NCode for No results found for
",No results found for,Nie znaleziono wyników dla:,Yes
I18N_NO_SCHEDULED_OPERATIONS,I18NCode for No Scheduled Operations in Region Schedules Page,No Scheduled Operations,Brak zaplanowanych operacji,Yes
I18N_NO_TAKS_EMPTY_DATA,I18NCode for No Taks Empty Data,No tasks ,Brak zadań,Yes
I18N_NO_TEAM_MEMBER,I18NCode for No Team Member,No members in the team,Brak członków w zespole,Yes
I18N_NO_TEAMS_TO_SHOW,I18NCode for No Teams to show,This Game has no teams to show.,W tym meczu nie ma drużyn do pokazania.,Yes
I18N_NO_TRAINNING_OR_CEU_ON_LAST,I18NCode for No Trainning or CEU On Last,No Trainning or CEU On Last,Żadnego szkolenia ani CEU na końcu,Yes
I18N_NO_USERS_FOUND,I18NCode for No users found,No users found,Nie znaleziono żadnych użytkowników,Yes
I18N_NOMEMBERSONTHISMONTHFORRENEWS,I18NCode for NoMembersOnThisMonthforRenews,No members on this month for renew,Brak członków w tym miesiącu do odnowienia,Yes
I18N_NOT_GREEN_LABEL_INFO,I18NCode for Not Green Label Info,new members that did not reach Green,"nowych członków, którzy nie dotarli do Greena",Yes
I18N_NOT_GREENS,I18NCode for Not Greens,Not Greens,Nie Zieloni,Yes
I18N_NOT_PERMITED_FILE,I18NCode for Not permited file,"File type not allowed. Use only JPEG, PNG, or GIF.",Typ pliku nie jest dozwolony.,Yes
I18N_NOT_REGISTERED_YET_,I18NCode for Not Registered yet?,Not Registered yet?,Nie jesteś jeszcze zarejestrowany?,Yes
I18N_NOT_TO_GREEN_LABEL_INFO,I18NCode for Not To Green Label Info,membership length from members that did not reach Green yet,"długość członkostwa od członków, którzy nie osiągnęli jeszcze poziomu Green",Yes
I18N_NOTABLE_NETWORKERS,I18NCode for Notable Networkers Menu,Notable Networkers,Znani sieciowcy,Yes
I18N_NOTES,I18NCode for Notes in Manage Tasks Page,Notes,Notatki,Yes
I18N_NOTGREEN,I18NCode for NotGreen,Not Green,Nie zielony,Yes
I18N_NOTIFICATIONS,I18NCode for Notifications,Notifications,Powiadomienia,Yes
I18N_NOVEMBER,I18NCode for November,November,Listopad,Yes
I18N_NPS,I18NCode for NPS,NPS,NPS,Yes
I18N_NUMBER_OF_MEMBERS,I18NCode for Number of Members,Number of Members,Liczba członków,Yes
I18N_NUMBER_OF_TEAMS,I18NCode for Number of teams,Number of teams,Liczba drużyn,Yes
I18N_NUMBER_TOTAL_SPONSORS_MEMBERS,I18NCode for Nº Total Spons Members,Total Sponsored Members,Całkowita liczba członków sponsorowanych,Yes
I18N_OBJECTIVE_TIME,I18NCode for Objective Time,Goal Time Range,Zakres czasu celu,Yes
I18N_OCTOBER,I18NCode for October,October,Październik,Yes
I18N_OF,I18NCode for Of,Of,Z,Yes
I18N_OF_PDF,I18NCode for Of Label in Datatable Pdf Export,of,z,Yes
I18N_OF_THE_MEMBERS,I18NCode for of the members,of the Members,Członków,Yes
I18N_OLD,I18NCode for Old,Old,Stary,Yes
I18N_ON_FIREFOX,I18NCode for On Firefox,On Firefox,W Firefoksie,Yes
I18N_ON_GOOGLE_CHROME,"i18NCode for On Google Chrome
",On Google Chrome,W Google Chrome,Yes
I18N_ON_INTERNET_EXPLORER,I18NCode for On Internet Explorer,On Internet Explorer,W Internet Explorerze,Yes
I18N_ON_SAFARI,I18NCode for Safari,On Safari,Na Safari,Yes
I18N_ON_TRAFFIC_LIGHTS_MARK_NEW_MEMBERS,I18NCode for On Traffic Lights Mark New Members,On Traffic Lights Mark New Members,Na światłach oznaczaj nowych członków,Yes
I18N_ONE_TO_ONE,I18NCode for One-to-One's Chart,One-to-One's,Indywidualne,Yes
I18N_ONE_TO_ONES,I18NCode for ONE-TO-ONE's,One-To-One's,Tryb jeden na jeden,Yes
I18N_ONF_IS_REQUIRED,I18NCode for ONF is required,TYFCB is required,Wymagany jest TYFCB,Yes
I18N_OPERATION,I18NCode for Operation,Operation,Działanie,Yes
I18N_OPERATION_DESCRIPTION,I18NCode for Operation Description,Operation Description,Opis operacji,Yes
I18N_OPERATIONS,I18NCode for Operations,Operations,Operacje,Yes
I18N_OPTION,I18NCode for Option,Option,Opcja,Yes
I18N_OPTIONS,I18NCode for Options,Options,Opcje,Yes
I18N_OPTOUT_REPORT,I18NCode for Optout Report label,Optout Report,Raport rezygnacji,Yes
I18N_ORDER,I18NCode for Order,Order,Zamówienie,Yes
I18N_ORIGINAL,I18NCode for Original,Original,Oryginalny,Yes
I18N_OUT_,I18NCode for Out,Out,Na zewnątrz,Yes
I18N_OVERALL_3PLUS1PERFORMANCE,I18NCode for Overall 3+1 Performance,3+1,3+1,Yes
I18N_OVERALL_RETENTION,I18NCode for Overall Retention,Overall,Ogólnie,Yes
I18N_P,I18NCode for P,P,P,Yes
I18N_PAGE,I18NCode for Page Label in Datatable Pdf Export,Page,Strona,Yes
I18N_PARENT_MENU,I18NCode for Parent Menu,Parent Menu,Menu rodzica,Yes
I18N_PARENT_MENU_OPTION,I18NCode for Parent Menu Option,Parent Menu Option,Menu rodzica,Yes
I18N_PASSWORD,i18NCode for Password,Password,Hasło,Yes
I18N_PASSWORD_CHANGED_SUCCESSFULLY_,I18NCode for Password Changed Successfully!,Password Changed Successfully!,Hasło zostało pomyślnie zmienione!,Yes
I18N_PASSWORD_IS_REQUIRED,I18NCode for Password is Required,Password is required,Hasło jest wymagane,Yes
I18N_PASSWORD_MUST_BE_AT_LEAST_8_CHARACTERS_,I18NCode for Password Must Be At Least 8 Characters ,Password must be at leat 8 caracters,Hasło musi mieć co najmniej 8 znaków,Yes
I18N_PASSWORDS_DO_NOT_MATCH,I18NCode for Passwords Do Not Match,Passwords do not match,Hasła nie pasują,Yes
I18N_PER_CHAPTER,I18NCode for Per Chapter,Per Chapter,Na rozdział,Yes
I18N_PERF_INDEX,I18NCode for Market Perf.Index,Perf. Index,Perf.,Yes
I18N_PERFOMANCE,I18NCode for Franchise Perfomance,Performance,Wydajność,Yes
I18N_PERFORM_COMPLETE_MANAGEMENT_OF_YOUR,I18NCode for Perform complete management of your,Perform complete management of yours,Wykonaj pełne zarządzanie swoim,Yes
I18N_PERIODICITY,I18NCode for Periodicity,Periodicity,Okresowość,Yes
I18N_PHONE,I18NCode for Phone,Phone,Telefon,Yes
I18N_PICK_RANGE_OF_DATE,I18NCode for Pick the Range of Dates for date picker label,Pick the Range of Dates,Wybierz zakres dat,Yes
I18N_PLACE,I18NCode for Place,Place,Miejsce,Yes
I18N_PLEASE_CHECK_YOUR_INBOX,I18NCode for Please Check Your Inbox,Please check your inbox,Sprawdź swoją skrzynkę odbiorczą,Yes
I18N_PLEASE_REQUEST_A_NEW_ACTIVATION_EMAIL,I18NCode for Please Request A New Activation Email,Please request a new activation email,Poproś o nowy e-mail aktywacyjny,Yes
I18N_PLEASE_WAIT,I18NCode for Please Wait,Please wait,Proszę czekać,Yes
I18N_PLEASE_WAIT_WHILE_WE_VALIDATE_YOUR_TOKEN,i18NCode for Please Wait While We Validate Your Token,Please wait while we validade your token,"Poczekaj, aż zweryfikujemy Twój token",Yes
I18N_POINTS,I18NCode for Points,Points,Zwrotnica,Yes
I18N_POLL_OPTIONS,I18NCode for Poll Options,Poll options,Opcje ankiety,Yes
I18N_POSSIBLE_RENEWALS,I18NCode for Possible Renewals in graphic,Possible Renewals,Możliwe odnowienia,Yes
I18N_PREVIOUS_MONTH,I18NCode for Previous Month,Previous Month,Poprzedni miesiąc,Yes
I18N_PRIMARY_CONTACT_DETAILS,I18NCode for Primary Contact Details,Primary contact details,Podstawowe dane kontaktowe,Yes
I18N_PRIORITY,I18NCode for Priority,Priority,Priorytet,Yes
I18N_PRIVACY_POLICY,I18NCode for Privacy Policy,Privacy Policy,Polityka prywatności,Yes
I18N_PRIVACY_POLICY_INTRO,i18NCode for Privacy Policy Intro,"For us at <strong>DeepEye</strong>, protecting your privacy is of utmost importance. We take data protection seriously and make an active effort to attend all of our obligations and to guarantee your rights. In this privacy policy, we explain who we are and how we accomplish that.",Dla nas w <strong>DeepEye</strong> ochrona Twojej prywatności jest sprawą najwyższej wagi.,Yes
I18N_PRIVATE,I18NCode for private,Private,Prywatny,Yes
I18N_PRIVATE_CHAT,I18NCode for Private Chat,Private Chat,Prywatny czat,Yes
I18N_PRIVATE_CONVERSATIONS_ONLY,I18NCode for Private conversations only,Private conversations only,Tylko prywatne rozmowy,Yes
I18N_PROBABLE_RENEWALS,I18NCode for Probable Renewals in graphic,Probable Renewals,Prawdopodobne odnowienia,Yes
I18N_PROCESSING_YOUR_REQUEST,I18NCode for Processing Your Request,Processing your request,Przetwarzanie Twojej prośby,Yes
I18N_PROFESSION,I18NCode for hidden row in Upcoming Renewels Page,Profession,Zawód,Yes
I18N_PROFILE,I18NCode for Profile,Profile,Profil,Yes
I18N_PROFILE_DESCRIPTION,I18NCode for Profile Descriptions,Profile Description,Opis profilu,Yes
I18N_PROFILE_DETAIL_PAGE,I18NCode for Profile detail page,Profile Detail Page,Strona szczegółów profilu,Yes
I18N_PROFILE_DETAILS,I18NCode for Profile Details,Profile Details,Szczegóły profilu,Yes
I18N_PROFILE_NAME,I18NCode for Profile Name,Profile Name,Nazwa profilu,Yes
I18N_PROFILES,I18NCode for Profiles Menu,Profiles,Profile,Yes
I18N_PROGRESS,I18NCode for Progress,Progress,Postęp,Yes
I18N_PROMOTE_TO_ADMIN,I18NCode for Promote to admin,Promote to admin,Awansuj na administratora,Yes
I18N_PTS,I18NCode for Pts,Pts,Pkt,Yes
I18N_QUARTER,I18NCode for Quarter,Quarter,Kwartał,Yes
I18N_QUESTION,I18NCode for Question,Question,Pytanie,Yes
I18N_QUICK_STATS,I18NCode for Quick Stats,Quick stats,Szybkie statystyki,Yes
I18N_R2Y_ADMINISTRATOR,I18NCodes for R2Y Administrator,R2Y Administrator,Administrator R2Y,Yes
I18N_REASON,I18NCode for Reason,Reason,Powód,Yes
I18N_RECEIVE_EMAIL_ALERTS_WHEN_YOU_HAVE_MESSAGES,I18NCode for Receive email alerts when you have messages,Receive email alerts for messages,Otrzymuj powiadomienia e-mail o wiadomościach,Yes
I18N_RECEIVE_REPORTS,I18NCode for Receive Reports,Receive Reports,Otrzymuj raporty,Yes
I18N_RECEIVED_IN_THE_LAST,I18NCode for Received in the last,Received in the last,Otrzymane w ostatnim,Yes
I18N_RECEIVED_REFERRALS,I18NCode for Received Referrals Chart,Received Referrals,Otrzymane polecenia,Yes
I18N_RED,I18NCode for #Red on table label,#Red,#Czerwony,Yes
I18N_REF,I18NCode for Ref,Ref.,Nr ref.,Yes
I18N_REFERRALS,I18NCode for referrals,Referrals,Polecenia,Yes
I18N_REFERRALS_IS_REQUIRED,I18NCode for Referrals is required,Referrals is required,Wymagane są skierowania,Yes
I18N_REFERREALS_THE_REGION,I18NCode for Referreals The Region,Referrals,Polecenia,Yes
I18N_REGION,I18NCode for Région,Region,Region,Yes
I18N_REGION_AVG,I18NCode for region Avg,Region Avg,Region Średnia,Yes
I18N_REGION_DEVELOPMENT,I18NCode for Region Development,Region Development,Rozwój Regionu,Yes
I18N_REGION_GOAL_EDIT,I18NCode for Region Goal Edit,Edit the Region Goal,Edytuj cel regionu,Yes
I18N_REGION_GOAL_MENU,I18NCode for Region Menu for Goals,Region,Region,Yes
I18N_REGION_ID_CANNOT_EXCEED_50_CHARACTERS,I18NCode for Region ID cannot exceed 50 characters,Region ID cannot exceed 50 characters,Identyfikator regionu nie może przekraczać 50 znaków,Yes
I18N_REGION_ID_IS_REQUIRED,I18NCode for Region ID is required,Region ID is required,Wymagany jest identyfikator regionu,Yes
I18N_REGION_LAST_MONTH,I18NCode for Region Last Month Page,Region Last Month,Region W zeszłym miesiącu,Yes
I18N_REGION_RETENTION_GROWTH,I18NCode for Region Retention Growth Page Title,Retention Growth,Wzrost retencji,Yes
I18N_REGION_SCHEDULES,I18NCode for Region Schedules Title Page,Scheduled Operations,Zaplanowane operacje,Yes
I18N_REGION_SETUP,I18NCode for Region Setup,Region Setup,Konfiguracja regionu,Yes
I18N_REGION_SIZE,I18NCode for Region Size ,Region Size,Rozmiar regionu,Yes
I18N_REGIONAL,I18NCode for Regional,Regional,Regionalny,Yes
I18N_REGIONAL_ADMINISTRATION,I18NCode for Regional Administration,Regional Administration,Administracja Regionalna,Yes
I18N_REGIONAL_COUNT,I18NCode for Regional Count,Regional Count,Liczba regionalna,Yes
I18N_REGIONAL_COUNT_CONTACT_SPHERE,i18NCode for Regional Count Contact Sphere,Regional Count Contact Sphere,Regionalna sfera kontaktowa zliczania,Yes
I18N_REGIONAL_INFORMATION,I18NCode for regional information,Regional information,Informacje regionalne,Yes
I18N_REGIONAL_OPTION,I18NCode for Regional Option,Regional Option,Opcja regionalna,Yes
I18N_REGIONS,Region,Regions,Regiony,Yes
